사고신고사유,사고일시,공정율,날씨,지역,공사종류,공사비,공종소분류,사망자,내국인사망자,외국인사망자,남성사망자,여성사망자,10이상20미만 사망자,20이상30미만 사망자,30이상40미만 사망자,40이상50미만 사망자,50이상60미만 사망자,60이상사망자,부상자,내국인부상자,외국인부상자,남성부상자,여성부상자,10이상20미만 부상자,20이상30미만 부상자,30이상40미만 부상자,40이상50미만 부상자,50이상60미만 부상자,60이상부상자
3일이상 휴업이 필요한 부상,2021-04-16 08:40:00,40~49%,흐림,경상남도,토목/교량/도로교량,5억 ~ 10억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-16 09:00:00,60~69%,맑음,경상남도,토목/도로/도로,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2021-04-16 09:00:00,90% 이상,맑음,전라남도,건축/건축물/공동주택,"1,000억원 이상",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-16 09:40:00,40~49%,맑음,충청북도,토목/도로/도로,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 09:54:00,40~49%,맑음,경상남도,건축/건축물/자동차 관련시설,"500억 ~ 1,000억원 미만",조적공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 10:21:00,80~89%,맑음,충청남도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 10:40:00,60~69%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 11:00:00,70~79%,맑음,경상남도,토목/하천/기타,150억 ~ 200억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-16 11:00:00,60~69%,흐림,인천광역시,건축/건축물/공동주택,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 11:00:00,20~29%,맑음,경기도,건축/건축물/공장,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-16 13:50:00,90% 이상,맑음,충청북도,건축/건축물/숙박시설,"500억 ~ 1,000억원 미만",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-16 14:05:00,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-16 17:14:00,30~39%,맑음,경기도,건축/건축물/업무시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-16 19:40:00,60~69%,맑음,전라남도,건축/건축물/공동주택,"1,000억원 이상",미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 09:10:00,20~29%,맑음,경기도,건축/건축물/창고시설,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-17 09:30:00,20~29%,흐림,전라남도,건축/건축물/문화 및 집회시설,50억 ~ 100억원 미만,타일 및 돌공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-17 09:30:00,10% 미만,맑음,경기도,토목/교량/도로교량,"1,000억원 이상",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-17 10:00:00,20~29%,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 10:08:00,20~29%,맑음,전라남도,건축/건축물/공동주택,50억 ~ 100억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-17 10:20:00,10~19%,강우,서울특별시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-17 11:00:00,30~39%,맑음,서울특별시,건축/건축물/문화 및 집회시설,100억 ~ 150억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 11:25:00,30~39%,흐림,강원도,산업환경설비/발전시설,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-17 11:30:00,60~69%,흐림,세종특별자치시,건축/건축물/근린생활시설,100억 ~ 150억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 11:30:00,10% 미만,맑음,경기도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"3일이상 휴업이 필요한 부상, 기타",2021-04-17 12:40:00,60~69%,맑음,서울특별시,건축/건축물/공동주택,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-17 13:48:00,60~69%,맑음,충청북도,토목/도로/도로,"2,000만 ~ 4,000만원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2021-04-17 14:26:00,60~69%,흐림,충청남도,건축/건축물/근린생활시설,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2021-04-17 15:19:00,30~39%,맑음,경기도,건축/건축물/문화 및 집회시설,"1,000만 ~ 2,000만원 미만",해체 및 철거공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-17 15:44:00,80~89%,맑음,충청남도,토목/상하수도/상수도,10억 ~ 20억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 16:10:00,10~19%,맑음,충청남도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-17 16:53:00,40~49%,강우,경기도,건축/건축물/근린생활시설,5억 ~ 10억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2021-04-18 08:40:00,10~19%,맑음,대구광역시,건축/건축물/공동주택,50억 ~ 100억원 미만,지정공사,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-18 09:30:00,70~79%,맑음,대구광역시,건축/건축물/교육연구시설,5억 ~ 10억원 미만,창호 및 유리공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-18 10:00:00,10% 미만,맑음,세종특별자치시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-18 11:00:00,60~69%,맑음,경기도,토목/상하수도/상수도,100억 ~ 150억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-18 11:15:00,20~29%,맑음,부산광역시,건축/건축물/운동시설,100억 ~ 150억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-18 11:39:00,70~79%,맑음,인천광역시,건축/건축물/창고시설,100억 ~ 150억원 미만,수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-18 11:50:00,20~29%,맑음,대전광역시,건축/건축물/판매시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
사망 1명 이상,2021-04-18 16:20:00,20~29%,맑음,경기도,건축/건축물/근린생활시설,3억 ~ 5억원 미만,철골공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-19 00:00:00,50~59%,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
사망 1명 이상,2021-04-19 06:55:00,10~19%,맑음,경기도,토목/기타/부지조성,50억 ~ 100억원 미만,기타,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-19 08:00:00,50~59%,맑음,대구광역시,건축/건축물/업무시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-19 08:25:00,10% 미만,맑음,경기도,건축/건축물/업무시설,20억 ~ 50억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2021-04-19 08:30:00,30~39%,맑음,서울특별시,건축/건축물/공동주택,50억 ~ 100억원 미만,기타,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2021-04-19 09:12:00,40~49%,맑음,전라남도,토목/도로/기타,2억 ~ 3억원 미만,토공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-19 09:39:00,10% 미만,맑음,인천광역시,건축/건축물/공동주택,300억 ~ 500억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-19 09:40:00,80~89%,맑음,충청북도,토목/도로/도로,5억 ~ 10억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-19 10:00:00,60~69%,맑음,강원도,토목/옹벽 및 절토사면/기타,2억 ~ 3억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-19 10:12:00,60~69%,맑음,경상북도,토목/항만/계류시설,300억 ~ 500억원 미만,항만공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-19 11:45:00,20~29%,맑음,서울특별시,건축/건축물/문화 및 집회시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
사망 1명 이상,2021-04-19 12:20:00,20~29%,강우,서울특별시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",도장공사,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-19 12:30:00,90% 이상,맑음,강원도,토목/기타/부지조성,1억 ~ 2억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-19 13:00:00,10% 미만,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
"3일이상 휴업이 필요한 부상, 기타",2021-04-19 14:05:00,90% 이상,맑음,경기도,건축/건축물/교육연구시설,10억 ~ 20억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"3일이상 휴업이 필요한 부상, 기타",2021-04-19 14:55:00,60~69%,맑음,전라북도,토목/도로/도로,"1,000억원 이상",도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-19 15:00:00,60~69%,맑음,경상북도,건축/건축물/문화 및 집회시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-19 15:57:00,90% 이상,맑음,대구광역시,건축/건축물/근린생활시설,"4,000만 ~ 1억원 미만",건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-19 16:00:00,20~29%,맑음,경기도,건축/건축물/공장,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-19 22:40:00,10% 미만,맑음,서울특별시,토목/터널/철도터널,200억 ~ 300억원 미만,터널공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 07:30:00,70~79%,맑음,전라남도,토목/도로/도로,200억 ~ 300억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 08:45:00,80~89%,맑음,경상북도,건축/건축물/기타,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 08:50:00,10~19%,맑음,대구광역시,토목/상하수도/하수도,1억 ~ 2억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-20 08:55:00,30~39%,강우,전라남도,건축/건축물/근린생활시설,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-20 09:30:00,40~49%,맑음,경상북도,토목/기타/부지조성,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 09:38:00,30~39%,맑음,광주광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 09:50:00,20~29%,맑음,전라남도,토목/옹벽 및 절토사면/절토사면,20억 ~ 50억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 10:00:00,50~59%,맑음,경기도,건축/건축물/의료시설,10억 ~ 20억원 미만,철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 10:10:00,80~89%,맑음,경상남도,토목/도로/기타,10억 ~ 20억원 미만,토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 10:30:00,40~49%,맑음,경기도,산업환경설비/발전시설,20억 ~ 50억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 10:30:00,10~19%,맑음,전라북도,건축/건축물/근린생활시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 10:35:00,60~69%,맑음,경상남도,건축/건축물/위험물 저장 및 처리시설,10억 ~ 20억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 10:40:00,20~29%,맑음,대전광역시,건축/건축물/판매시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-20 10:50:00,90% 이상,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 11:00:00,10% 미만,흐림,경기도,토목/도로/도로,200억 ~ 300억원 미만,도로 및 포장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-20 13:30:00,20~29%,맑음,경상북도,건축/건축물/교육연구시설,100억 ~ 150억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 13:30:00,10~19%,맑음,충청북도,건축/건축물/교육연구시설,300억 ~ 500억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 14:20:00,30~39%,맑음,대구광역시,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 14:33:00,10% 미만,맑음,경기도,건축/건축물/공동주택,300억 ~ 500억원 미만,건축 토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 14:45:00,10% 미만,맑음,부산광역시,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 15:00:00,30~39%,맑음,경상북도,건축/건축물/공동주택,"1,000억원 이상",해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-20 15:08:00,20~29%,맑음,충청남도,건축/건축물/교육연구시설,150억 ~ 200억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
사망 1명 이상,2021-04-20 15:30:00,20~29%,흐림,경기도,건축/건축물/자동차 관련시설,3억 ~ 5억원 미만,기계설비공사,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-20 15:40:00,40~49%,맑음,경기도,토목/상하수도/하수도,150억 ~ 200억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2021-04-20 16:52:00,70~79%,맑음,전라북도,토목/상하수도/상수도,1억 ~ 2억원 미만,관공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-20 17:11:00,80~89%,맑음,대전광역시,건축/건축물/업무시설,20억 ~ 50억원 미만,도장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-20 17:50:00,90% 이상,맑음,충청남도,토목/철도/일반 및 고속철도,"1,000억원 이상",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 07:55:00,50~59%,맑음,경상북도,건축/건축물/운동시설,20억 ~ 50억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 08:00:00,20~29%,맑음,전라북도,토목/하천/기타,"500억 ~ 1,000억원 미만",교량공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 08:10:00,20~29%,맑음,전라남도,건축/건축물/기타,5억 ~ 10억원 미만,가설공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-21 08:30:00,40~49%,맑음,경상남도,건축/건축물/교육연구시설,50억 ~ 100억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2021-04-21 08:30:00,90% 이상,맑음,광주광역시,건축/건축물/공동주택,"1,000억원 이상",건축물 부대공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-21 09:20:00,80~89%,맑음,충청남도,산업환경설비/산업생산시설/석유화학공장,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
사망 1명 이상,2021-04-21 09:40:00,90% 이상,맑음,세종특별자치시,토목/교량/도로교량,10억 ~ 20억원 미만,교량공사,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-21 09:40:00,30~39%,흐림,경기도,건축/건축물/업무시설,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 10:00:00,90% 이상,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철골공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-21 10:17:00,30~39%,맑음,서울특별시,건축/건축물/공동주택,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 10:30:00,30~39%,맑음,울산광역시,건축/건축물/교육연구시설,20억 ~ 50억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-21 11:00:00,20~29%,맑음,경기도,건축/건축물/업무시설,3억 ~ 5억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
사망 1명 이상,2021-04-21 12:00:00,90% 이상,맑음,강원도,토목/교량/기타,"4,000만 ~ 1억원 미만",해체 및 철거공사,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3일이상 휴업이 필요한 부상,2021-04-21 13:03:00,10% 미만,맑음,충청북도,건축/건축물/문화 및 집회시설,300억 ~ 500억원 미만,해체 및 철거공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 14:25:00,10~19%,맑음,서울특별시,건축/건축물/교육연구시설,200억 ~ 300억원 미만,철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-21 14:30:00,90% 이상,맑음,충청북도,토목/기타/부지조성,"500억 ~ 1,000억원 미만",토공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-21 14:54:00,10% 미만,흐림,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 15:00:00,50~59%,맑음,대구광역시,건축/건축물/문화 및 집회시설,300억 ~ 500억원 미만,미장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-21 15:16:00,10~19%,맑음,경기도,건축/건축물/공동주택,"1,000억원 이상",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
3일이상 휴업이 필요한 부상,2021-04-21 16:00:00,60~69%,맑음,강원도,산업환경설비/발전시설,"1,000억원 이상",기계설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"3일이상 휴업이 필요한 부상, 기타",2021-04-21 17:19:00,90% 이상,맑음,충청남도,산업환경설비/산업생산시설/석유화학공장,"1,000억원 이상",산업설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-21 17:50:00,90% 이상,맑음,경기도,건축/건축물/공장,"1,000억원 이상",전기설비공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-22 10:10:00,70~79%,맑음,경상북도,건축/건축물/기타,"500억 ~ 1,000억원 미만",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-22 10:30:00,90% 이상,맑음,강원도,토목/하천/기타,1억 ~ 2억원 미만,하천공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3일이상 휴업이 필요한 부상,2021-04-22 10:30:00,60~69%,맑음,경기도,토목/기타/부지조성,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
3일이상 휴업이 필요한 부상,2021-04-22 11:00:00,70~79%,맑음,세종특별자치시,건축/건축물/공동주택,"1,000억원 이상",수장공사,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
3일이상 휴업이 필요한 부상,2021-04-22 11:20:00,40~49%,맑음,강원도,건축/건축물/공동주택,"500억 ~ 1,000억원 미만",철근콘크리트공사,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
